title,types,score,drector,writer,actor,account,country,label,flim_version
摔跤吧！爸爸,"剧情, 传记, 运动, 家庭",9.1,涅提·蒂瓦里 Nitesh Tiwari,"比于什·古普塔 Piyush Gupta, 施热亚·简 Shreyas Jain, 尼基尔·麦罗特拉 Nikhil Mehrotra, 涅提·蒂瓦里 Nitesh Tiwari","阿米尔·汗, 法缇玛·萨那·纱卡, 桑亚·玛荷塔, 阿帕尔夏克提·库拉那, 沙克希·坦沃, 塞伊拉·沃西, 苏哈妮·巴特纳格尔, 里特维克·萨霍里, 吉里什·库卡尼",626880,印度,570.4608,2
无间道,"剧情, 犯罪, 悬疑",9.1,"刘伟强, 麦兆辉","麦兆辉, 庄文强","刘德华, 梁朝伟, 黄秋生, 曾志伟, 郑秀文, 陈慧琳, 陈冠希, 余文乐, 杜汶泽, 林家栋, 萧亚轩",530019,香港,482.31729,2
天堂电影院,"剧情, 爱情",9.1,朱塞佩·托纳多雷 Giuseppe Tornatore,"朱塞佩·托纳多雷 Giuseppe Tornatore, Vanna Paoli","安东内拉·阿蒂利, 恩佐·卡拉瓦勒, 艾萨·丹尼埃利, 里奥·故罗塔, 马克·莱昂纳蒂, 普佩拉·玛奇奥, 阿格妮丝·那诺, 莱奥波多·特里耶斯泰, 萨瓦特利·卡西欧, 塔诺·希玛罗萨, 尼古拉·迪·平托, 罗伯塔·蕾娜, 尼诺·戴罗佐, 雅克·贝汉, 布丽吉特·佛西, 菲利普·努瓦雷",362451,"意大利, 法国",329.83041,3
活着,"剧情, 历史, 家庭",9.1,张艺谋 Yimou Zhang,"余华 Hua Yu, 芦苇 Wei Lu","葛优, 巩俐, 姜武, 牛犇, 郭涛, 张璐, 倪大红, 肖聪, 董飞, 刘天池, 董立范, 黄宗洛, 刘燕瑾, 李连义, 杨同顺",352183,"中国大陆, 香港",320.48653,1
两杆大烟枪,"剧情, 喜剧, 犯罪",9.1,Guy Ritchie,Guy Ritchie,"杰森·弗莱明, 德克斯特·弗莱彻, 尼克·莫兰, 杰森·斯坦森, 斯蒂文·麦金托什, 斯汀, 维尼·琼斯",320456,英国,291.61496,2
窃听风暴,"剧情, 悬疑",9.1,弗洛里安·亨克尔·冯·多纳斯马 Florian Henckel von Donnersmarck,弗洛里安·亨克尔·冯·多纳斯马 Florian Henckel von Donnersmarck,"乌尔里希·穆埃, 马蒂娜·格德克, 塞巴斯蒂安·科赫, 乌尔里希·图库尔, 托马斯·蒂梅",280204,德国,254.98564,1
饮食男女,"剧情, 家庭",9.1,李安 Ang Lee,"李安 Ang Lee, 王蕙玲 Hui-Ling Wang, 詹姆士·沙姆斯 James Schamus","郎雄, 杨贵媚, 吴倩莲, 王渝文, 张艾嘉, 归亚蕾, 赵文瑄, 陈昭荣, 陈捷文, 卢金城, 唐语谦, 洪其德, 王瑞, 杜满生, 王玨, 陈妤, 左正芬, 许敬民, 聂卓晶, 丁仲",253007,"台湾, 美国",230.23637,1
钢琴家,"剧情, 传记, 历史, 战争, 音乐",9.1,罗曼·波兰斯基 Roman Polanski,罗纳德·哈伍德 Ronald Harwood,"艾德里安·布洛迪, 托马斯·克莱舒曼, 艾米莉娅·福克斯, 米哈乌·热布罗夫斯基, 埃德·斯托帕德, 穆琳·利普曼, 弗兰克·芬莱, 茱莉亚·蕾娜, 杰西卡·凯特·梅耶尔, 理查德·赖丁斯",243110,"法国, 德国, 英国, 波兰",221.2301,1
素媛,剧情,9.1,李濬益 Jun-ik Lee,"金智慧 Ji-hye Kim, 赵重勋 Joong-Hoon Jo","薛耿求, 严志媛, 李来, 金海淑, 金相浩, 罗美兰, 杨真诚",237664,韩国,216.27424,1
教父2,"剧情, 犯罪",9.1,弗朗西斯·福特·科波拉 Francis Ford Coppola,"弗朗西斯·福特·科波拉 Francis Ford Coppola, 马里奥·普佐 Mario Puzo","阿尔·帕西诺, 罗伯特·杜瓦尔, 黛安·基顿, 罗伯特·德尼罗, 约翰·凯泽尔, 塔莉娅·夏尔, 李·斯特拉斯伯格, 迈克尔·V·格佐, G·D·斯普拉德林, 理查德·布赖特, 加斯通·莫辛, 汤姆·罗斯奎, 布鲁诺·柯比, 弗兰克·西维罗, 弗朗西丝卡·德·萨维奥",234066,美国,213.00006,1
美国往事,"犯罪, 剧情",9.1,赛尔乔·莱翁内 Sergio Leone,"皮耶罗·德·伯纳迪 Piero De Bernardi, 列奥那多·本韦努蒂 Leonardo Benvenuti, 弗兰科·奥卡利 Franco Arcalli, 恩里科·梅迪欧力 Enrico Medioli, 弗兰科·费里尼 Franco Ferrini, 赛尔乔·莱翁内 Sergio Leone","罗伯特·德尼罗, 詹姆斯·伍兹, 伊丽莎白·麦戈文, 乔·佩西, 波特·杨, 塔斯黛·韦尔德, 特里特·威廉斯, 丹尼·爱罗, 理查德·布赖特, 詹姆斯·海登, 威廉·弗西斯, 达兰妮·弗鲁格, 拉里·拉普, 理查德·弗让吉, 罗伯特·哈珀, 詹妮弗·康纳利",209509,"意大利, 美国",190.65319,2
狩猎,剧情,9.1,托马斯·温特伯格 Thomas Vinterberg,"托马斯·温特伯格 Thomas Vinterberg, 托比亚斯·林道赫姆 Tobias Lindholm","麦斯·米科尔森, 托玛斯·博·拉森, 安妮卡·韦德科普, 拉丝·弗格斯托姆, 苏西·沃德, 安妮·路易丝·哈辛, 拉斯·兰特, 亚历山德拉·拉帕波特",163083,"丹麦, 瑞典",148.40553,1
无人知晓,剧情,9.1,是枝裕和 Hirokazu Koreeda,是枝裕和 Hirokazu Koreeda,"柳乐优弥, 北浦爱, 木村飞影, 清水萌萌子, 韩英惠, 江原由希子, 串田和美, 冈元夕纪子, Takako Tate, 加濑亮, 村野友希, 田中庆太, 木村佑一, 远藤宪一, 寺岛进, 平泉成",90806,日本,82.63346,1
芙蓉镇,"剧情, 爱情",9.1,谢晋 Jin Xie,"阿城 A Cheng, 谢晋 Jin Xie","刘晓庆, 姜文, 郑在石, 张光北, 徐松子, 祝士彬, 刘利年",48563,中国大陆,44.19233,1
攻壳机动队2：无罪,"剧情, 科幻, 动画",9.1,押井守 Mamoru Oshii,"押井守 Mamoru Oshii, 士郎正宗 Masamune Shirow","田中敦子, 大塚明夫, 山寺宏一, 竹中直人, 榊原良子, 大木民夫",38619,日本,35.14329,1
沉静如海,"剧情, 爱情, 战争",9.1,皮埃尔·布特龙 Pierre Boutron,"安娜·吉亚菲利 Anne Giafferi, 韦科尔 Vercors","朱莉·德拉姆, 米歇尔·加拉布吕, 托马斯·儒阿特, 玛丽·布奈尔, Timothée Ferrand, Jean-Baptiste Puech, Jorg Schnass, Jorn Cambreleng",32222,"法国, 比利时",29.32202,1
地下,"剧情, 战争",9.1,埃米尔·库斯图里卡 Emir Kusturica,"杜赞·科瓦泽维奇 Dusan Kovacevic, 埃米尔·库斯图里卡 Emir Kusturica","米基·马诺伊洛维奇, 拉扎尔·里斯托夫斯基, 米里亚娜·约科维奇, 斯拉夫科·斯提马科, 恩斯特·施托兹",28824,"法国, 南斯拉夫联盟共和国, 德国",26.22984,3
熊的故事,剧情,9.1,让-雅克·阿诺 Jean-Jacques Annaud,"James Oliver Curwood, Gérard Brach","巴特熊, Youk the Bear, 切基·卡尤, 杰克·华莱士, 安德烈·拉孔布",19522,"法国, 美国",17.76502,2
寻子遇仙记,"喜剧, 剧情, 家庭",9.1,Charles Chaplin,Charles Chaplin,"查理·卓别林, 杰基·库根",16498,美国,15.01318,2
南海十三郎,"剧情, 传记, 爱情",9.1,高志森 Clifton Ko,杜国威 Raymond To,"谢君豪, 潘灿良, 苏玉华, 梁汉威, 吴绮莉, 黄霑, 周志辉",16115,香港,14.66465,1
生之欲,剧情,9.1,黑泽明,"黑泽明, 小国英雄, 桥本忍","志村乔, 千秋实, 藤原釜足, 金子信雄, 中村伸郎",13451,日本,12.24041,2
天堂回信,"剧情, 儿童",9.1,王君正 Junzheng Wang,贺国甫 Guofu He,"石晨, 李丁, 肖雄",12343,中国大陆,11.23213,1
鳄鱼波鞋走天涯,"剧情, 儿童",9.1,Peter Horton,Robert Kuhn,"布拉德·兰弗洛, 约瑟夫·梅泽罗, 安娜贝拉·莎拉, 戴安娜·斯卡尔维德, Aeryk Egan, 约翰·卡洛·林奇",8070,美国,7.3437,1
女人步上楼梯时,剧情,9.1,成濑巳喜男 Mikio Naruse,菊岛隆三 Ry?z? Kikushima,"高峰秀子, 森雅之, 团令子, 仲代达矢, 加东大介, 中村雁治郎, 小泽荣太郎",6952,日本,6.32632,1
丛林赤子心,"剧情, 冒险",9.1,乔·坎普 Joe Camp,乔·坎普 Joe Camp,"本吉, 弗兰克·因, 雷德·斯蒂加尔, 乔·坎普, 盖·霍维斯",5182,美国,4.71562,1
情迷意乱,"剧情, 爱情, 家庭",9.1,成濑巳喜男 Mikio Naruse,松山善三 Zenzo Matsuyama,"高峰秀子, 加山雄三, 草笛光子, 白川由美, 三益爱子, 滨美枝, 藤木悠, 北村和夫, 十朱久雄",4944,日本,4.49904,1
狐妖小红娘剧场版：王权富贵,"剧情, 喜剧, 爱情",9.1,王昕,"小新, 夏天岛","杨天翔, 刘校妤, 乔诗语",2332,中国大陆,2.12212,1
怦然心动,"剧情, 喜剧, 爱情",9,罗伯·莱纳 Rob Reiner,"罗伯·莱纳 Rob Reiner, 安德鲁·沙因曼 Andrew Scheinman, 文德琳·范·德拉安南 Wendelin Van Draanen","玛德琳·卡罗尔, 卡兰·麦克奥利菲, 瑞贝卡·德·莫妮, 安东尼·爱德华兹, 约翰·马奥尼, 佩内洛普·安·米勒, 艾丹·奎因, 凯文·韦斯曼, 摩根·莉莉, 瑞安·克茨纳, 吉莉安·普法夫, 阿什莉·泰勒, 伊瑟尔·布罗萨德, 科迪·霍恩, 迈克尔·博尔顿, 肖恩·哈珀, 斯戴芬妮·斯考特, 帕特丽夏·伦茨, 马修·戈尔德, 阿罗拉·凯瑟琳·史密斯, 凯莉·唐纳利, 索菲亚·撒高, 米歇尔·梅斯默, 迈克尔·博萨, 博·勒纳, 杰奎琳·埃沃拉, 泰勒·格鲁秀斯, 艾莉·布莱恩特",740226,美国,666.2034,1
我不是药神,"剧情, 喜剧",9,文牧野 Muye Wen,"韩家女 Jianü Han, 钟伟 Wei Zhong, 文牧野 Muye Wen","徐峥, 王传君, 周一围, 谭卓, 章宇, 杨新鸣, 王佳佳, 王砚辉, 贾晨飞, 龚蓓苾, 宁浩, 李乃文, 岳小军, 苇青, 富冠铭, 巴拉特·巴蒂, 喜利图, 张海艳, 朱耕佑",735100,中国大陆,661.59,1
少年派的奇幻漂流,"剧情, 奇幻, 冒险",9,李安 Ang Lee,"扬·马特尔 Yann Martel, 大卫·麦基 David Magee","苏拉·沙玛, 伊尔凡·可汗, 拉菲·斯波, 阿迪勒·侯赛因, 塔布, 阿尤什·坦东, 加塔姆·贝鲁尔, 阿彦·汗, 穆德·阿巴斯·卡勒里, 维比什·希瓦库玛, 热拉尔·德帕迪约, 詹姆斯·塞托, 俊·奈托, 安德里亚·迪·斯戴法诺, 沙拉万提·塞纳特, 王柏杰, 柯一正, 黄健玮",709883,"美国, 台湾, 英国, 加拿大",638.8947,1
当幸福来敲门,"剧情, 传记, 家庭",9,加布里尔·穆奇诺 Gabriele Muccino,史帝文·康拉德 Steve Conrad,"威尔·史密斯, 贾登·史密斯, 坦迪·牛顿, 布莱恩·豪威 , 詹姆斯·凯伦, 丹·卡斯泰兰尼塔, 柯特·富勒, 塔卡尤·费舍尔, 凯文·韦斯特, 乔治·张, 戴维·迈克尔·西尔弗曼, 多米尼克·博夫, 杰弗·卡伦, 乔伊芙·拉文, 斯科特·克拉斯",689127,美国,620.2143,1
罗马假日,"喜剧, 剧情, 爱情",9,威廉·惠勒 William Wyler,"达尔顿·特朗勃 Dalton Trumbo, 伊安·麦克莱伦·亨特 Ian McLellan Hunter, 约翰·戴顿 John Dighton","奥黛丽·赫本, 格利高里·派克, 埃迪·艾伯特, 哈特利·鲍尔, 哈考特·威廉姆斯",474023,美国,426.6207,1
闻香识女人,剧情,9,马丁·布莱斯 Martin Brest,"博·古德曼 Bo Goldman, 乔瓦尼·阿尔皮诺 Giovanni Arpino","阿尔·帕西诺, 克里斯·奥唐纳, 詹姆斯·瑞布霍恩, 加布里埃尔·安瓦尔, 菲利普·塞默·霍夫曼, Richard Venture, 布莱德利·惠特福德, Rochelle Oliver, Margaret Eginton, Tom Riis Farrell, Nicholas Sadler, 托德·路易斯, Matt Smith, 吉恩·坎菲尔德, 弗兰西丝·康罗伊",398969,美国,359.0721,1
死亡诗社,剧情,9,彼得·威尔 Peter Weir,汤姆·舒尔曼 Tom Schulman,"罗宾·威廉姆斯, 罗伯特·肖恩·莱纳德, 伊桑·霍克, 乔西·查尔斯, 盖尔·汉森, 迪伦·库斯曼, 阿勒隆·鲁杰罗, 詹姆斯·沃特斯顿, 诺曼·劳埃德, 柯特伍德·史密斯, 卡拉·贝尔韦尔, 利昂·波纳尔, 乔治·马丁, 乔·奥菲耶里, 马特·凯里",344886,美国,310.3974,1
飞越疯人院,剧情,9,米洛斯·福尔曼 Milo? Forman,"劳伦斯·奥邦 Lawrence Hauben, 博·古德曼 Bo Goldman, 肯·凯西 Ken Kesey, 达尔·瓦瑟曼 Dale Wasserman","杰克·尼科尔森, 丹尼·德维托, 克里斯托弗·洛伊德, 路易丝·弗莱彻, 威尔·萨姆森, 特德·马克兰德, 布拉德·道里夫, 斯加特曼·克罗索斯, 迈克尔·贝里曼, 彼得·布罗科, 穆瓦科·卡姆布卡, 威廉·达尔, 乔西普·艾利克, 西德尼·拉斯克, 凯·李, 德怀特·马费尔德, 路易莎·莫里茨, 威廉·雷德菲尔德, 菲利普·罗斯, 米米·萨奇席恩, 文森特·斯卡维利, 米斯·斯马尔, 德罗斯·V·史密斯",324413,美国,291.9717,1
末代皇帝,"剧情, 传记, 历史",9,贝纳尔多·贝托鲁奇 Bernardo Bertolucci,"贝纳尔多·贝托鲁奇 Bernardo Bertolucci, 马克·派普罗 Mark Peploe","尊龙, 陈冲, 邬君梅, 彼得·奥图尔, 英若诚, 吴涛, 黄自强, 丹尼斯·邓恩, 坂本龙一, 马吉·汉, 里克·扬, 田川洋行, 苟杰德, 理查德·吴, 皱缇格, 陈凯歌, 卢燕, 亨利·欧, 陈述, 樊光耀, 鲍皓昕, 黄文捷, 邵茹贞, 亨利·基, 张良斌, 梁冬, 康斯坦丁·格雷戈里, 黄汉琪, 王涛, 宋怀桂, 蔡鸿翔, 程淑艳, 张天民",233515,"英国, 意大利, 中国大陆, 法国, 美国",210.1635,2
一一,"剧情, 爱情, 家庭",9,杨德昌 Edward Yang,杨德昌 Edward Yang,"吴念真, 李凯莉, 金燕玲, 张洋洋, 萧淑慎, 尾形一成, 陈希圣, 林孟瑾, 陈以文, 柯宇纶, 张育邦, 柯素云, 唐如韫, 徐淑媛, 曾心怡, 陶传正",181354,"台湾, 日本",163.2186,1
小森林 冬春篇,剧情,9,森淳一 Junichi Mori,"森淳一 Junichi Mori, 五十岚大介 Daisuke Igarashi","桥本爱, 三浦贵大, 松冈茉优, 温水洋一, 桐岛加恋",148776,日本,133.8984,1
完美的世界,"剧情, 犯罪",9,克林特·伊斯特伍德 Clint Eastwood,约翰·李·汉考克 John Lee Hancock,"凯文·科斯特纳, 劳拉·邓恩, 克林特·伊斯特伍德, T·J·劳瑟, 基斯·斯扎拉巴基克",97122,美国,87.4098,2
忠犬八公物语,剧情,9,Seijir? K?yama,新藤兼人 Kaneto Shind?,"山本圭, 井川比佐志, 片桐入, 仲代达矢, 春川真澄, 八千草薰, 石野真子, 殿山泰司, 加藤嘉, 石仓三郎, 泉谷茂, 柳叶敏郎",73830,日本,66.447,1
我爱你,"剧情, 爱情",9,秋昌民 Chang-min Choo,"姜草, 秋昌民 Chang-min Choo","宋在浩, 李顺载, 尹秀晶, 金秀美, 宋智孝, 吴达洙",67687,韩国,60.9183,1
海蒂和爷爷,"剧情, 冒险, 家庭",9,阿兰·葛斯彭纳 Alain Gsponer,"约翰娜·施皮里 Johanna Spyri, 佩特拉·比翁迪娜·沃尔普 Petra Biondina Volpe","阿努克·斯特芬, 布鲁诺·甘茨, 昆林·艾格匹, 安娜·申茨, 伊莎贝尔·奥特曼, 莉莲·奈福, 彼得·杰克林, 克里斯托夫·高格勒, 丽贝卡·因德穆, 莫妮卡·古布瑟, 阿瑟·比勒, 玛丽埃塔·耶米, 彼得·洛迈尔, 卡塔琳娜·舒特勒, 杰拉·哈斯, 迈克尔·克兰茨, 劳拉·帕克, 马库斯·赫林, 马克西姆·梅米特, 汉内洛勒·霍格",62493,"德国, 瑞士, 南非",56.2437,1
爱·回家,"剧情, 家庭",9,李廷香 Jeong-hyang Lee,李廷香 Jeong-hyang Lee,"金艺芬, 俞承豪, 童孝熙, 闵京勋, 任恩敬",52243,韩国,47.0187,3
大独裁者,"喜剧, 剧情, 战争",9,Charles Chaplin,Charles Chaplin,"查理·卓别林, 宝莲·高黛, 杰克·奥克",33705,美国,30.3345,1
红鳉鱼,"剧情, 传记",9,タカハタ秀太,"八津弘幸, 立川谈春（原作）","二宫和也, 北野武, 宫川大辅, 柄本时生, 新井浩文, 北村有起哉, 药师丸博子, 笑福亭鹤瓶, 香川照之, 滨田岳, 岸本加世子, 寺岛进",27782,日本,25.0038,1
从海底出击,"剧情, 历史, 战争, 冒险",9,沃尔夫冈·彼德森 Wolfgang Petersen,"沃尔夫冈·彼德森 Wolfgang Petersen, Lothar G. Buchheim","尤尔根·普洛斯诺, 赫贝特·格勒内梅厄, Klaus Wennemann, Jan Fedder, 拉尔夫·瑞克特, 古特·拉姆普雷切特",17420,原西德,15.678,3
卡比利亚之夜,"剧情, 爱情",9,Federico Fellini,"Federico Fellini, Ennio Flaiano, Tullio Pinelli, 皮埃尔·保罗·帕索里尼 Pier Paolo Pasolini","朱丽叶塔·马西纳, 弗朗索瓦·佩里埃, Franca Marzi, 多里安·格雷, 阿尔多·西尔瓦尼",13766,"意大利, 法国",12.3894,2
我的父亲，我的儿子,"剧情, 家庭",9,?agan Irmak,?agan Irmak,"切邓·泰肯多尔, 菲克雷特·库斯坎, 休姆拉, Serif Sezer, 耶特金·迪金席勒",12875,土耳其,11.5875,1
神女,剧情,9,吴永刚 Yonggang Wu,吴永刚 Yonggang Wu,"阮玲玉, 黎铿, 章志直, 唐槐秋",12054,中国大陆,10.8486,1
我是,剧情,9,多罗塔·肯杰尔扎沃斯卡 Dorota Kedzierzawska,多罗塔·肯杰尔扎沃斯卡 Dorota Kedzierzawska,"Piotr Jagielski, Agnieszka Nagórzycka, Edyta Jungowska",7021,波兰,6.3189,1
婚姻生活,"剧情, 爱情",9,Ingmar Bergman,Ingmar Bergman,"丽芙·乌曼, 厄兰·约瑟夫森, 毕比·安德松, 简·马尔姆斯",6014,瑞典,5.4126,2
士兵之歌,"剧情, 爱情, 战争",9,格利高利·丘赫莱依 Grigori Chukhrai,"格利高利·丘赫莱依 Grigori Chukhrai, 瓦伦丁·埃佐霍夫 Valentin Ezhov","弗拉迪米尔·伊瓦绍夫, 然娜·普罗霍连科, 安东宁娜·马克西莫娃, 尼古拉·克留奇科夫, 叶甫盖尼·乌尔班斯基, 艾尔莎·拉兹金, 亚历山大·库兹涅佐夫, 耶维热尼·泰特林, 瓦伦蒂娜·马克瓦, 玛丽娜·克雷尼尔娃, 弗拉基米尔·伯克洛夫斯基, 格奥尔吉·尤玛托夫, 根纳季·尤赫金, 瓦伦蒂娜·特莱吉纳, 列夫·鲍里索夫",4382,苏联,3.9438,1
流浪者之歌,"喜剧, 犯罪, 剧情, 奇幻",9,Emir Kusturica,"Emir Kusturica, Gordan Mihic","达沃尔·杜伊莫维奇, 博拉·托德洛维奇, Ljubica Adzovic",4164,"意大利, 英国, 南斯拉夫",3.7476,2
纽伦堡的审判,"剧情, 历史",9,Stanley Kramer,Abby Mann,"斯宾塞·屈塞, 伯特·兰卡斯特, 理查德·威德马克, 玛琳·黛德丽, 马克西米连·谢尔, 朱迪·加兰, 蒙哥马利·克利夫特, 维尔纳·克伦佩雷尔",3795,美国,3.4155,2
战争与和平,"剧情, 历史, 爱情, 战争",9,谢尔盖·邦达尔丘克 Sergei Bondarchuk,"谢尔盖·邦达尔丘克 Sergei Bondarchuk, Vasili Solovyov","柳德米拉·萨维里耶娃, 维亚切斯拉夫·吉洪诺夫, 谢尔盖·邦达尔丘克",3238,苏联,2.9142,6
无言的山丘,"剧情, 历史",9,王童 Toon Wang,吴念真 Nien-Jen Wu,"杨贵媚, 黄品源, 澎恰恰, 文英, 陈仙梅",3028,台湾,2.7252,1
海蒂,"家庭, 剧情",9,Michael Ray Rhodes,"Johanna Spyri, 梅莉莎·罗森伯格 Melissa Rosenberg","杰森·罗巴兹, 简·西摩, 帕德里夏·妮尔, 简·菲利普斯, Lexi Randall, Noley Thornton, Jane Hazlegrove, 安德鲁·比克内尔, Ben Brazier, Basil Hoskins",2335,"美国, 意大利",2.1015,1
我是古巴,剧情,9,米哈依尔·卡拉托佐夫 Mikhail Kalatozov,"Enrique Pineda Barnet, Yevgeni Yevtushenko","塞吉欧·柯瑞里, Salvador Wood, José Gallardo",2270,"苏联, 古巴",2.043,1
南特的雅克·德米,"传记, 剧情",9,阿涅斯·瓦尔达 Agnès Varda,阿涅斯·瓦尔达 Agnès Varda,"Philippe Maron, Edouard Joubeaud, Laurent Monnier, Brigitte De Villepoix, Daniel Dublet",2029,法国,1.8261,1
飞屋环游记,"剧情, 喜剧, 动画, 冒险",8.9,"彼特·道格特 Pete Docter, 鲍勃·彼德森 Bob Peterson","鲍勃·彼德森 Bob Peterson, 彼特·道格特 Pete Docter, 托马斯·麦卡锡 Thomas McCarthy","爱德华·阿斯纳, 克里斯托弗·普卢默, 乔丹·长井, 鲍勃·彼德森, 戴尔里·林多, 杰罗姆·兰福特, 约翰·拉岑贝格, 大卫·卡耶, 艾丽·道克特, 杰里米·利里, 米凯·麦高万, 丹尼·曼恩, 唐纳德·富利洛夫, 杰斯·哈梅尔, 乔什·库雷, 彼特·道格特",623743,美国,555.13127,1
美丽心灵,"传记, 剧情",8.9,朗·霍华德 Ron Howard,"阿齐瓦·高斯曼 Akiva Goldsman, 西尔维娅·纳萨尔 Sylvia Nasar","罗素·克劳, 艾德·哈里斯, 詹妮弗·康纳利, 克里斯托弗·普卢默, 保罗·贝坦尼, 亚当·戈德堡, 乔什·卢卡斯, 安东尼·拉普, 贾森·加里-斯坦福德, 贾德·赫希, 奥斯汀·潘德尔顿, 薇薇·卡登尼, 坦娅·克拉克",368156,美国,327.65884,1
被嫌弃的松子的一生,"剧情, 歌舞",8.9,中岛哲也 Tetsuya Nakashima,"中岛哲也 Tetsuya Nakashima, 山田宗树 Muneki Yamada","中谷美纪, 瑛太, 香川照之, 市川实日子, 伊势谷友介, 柄本明, 黑泽明日香, 荒川良良, 柴崎幸, 土屋安娜, 奥之矢佳奈, 谷原章介, 武田真治, 片平渚, 宫藤官九郎, 角野卓造, 田中要次, 木村凯拉, 谷中敦, 剧团一人",364036,日本,323.99204,1
狮子王,"剧情, 动画, 冒险, 歌舞, 家庭",8.9,"Roger Allers, 罗伯·明可夫 Rob Minkoff","艾琳·梅琪 Irene Mecchi, 乔纳森·罗伯特  Jonathan Roberts, 琳达·伍尔芙顿 Linda Woolverton","乔纳森·泰勒·托马斯, 马修·布罗德里克, 杰瑞米·艾恩斯, 詹姆斯·厄尔·琼斯, 莫伊拉·凯利, 内森·连恩, 尼基塔·卡兰姆, 厄尼·萨贝拉, 乌比·戈德堡, 罗温·艾金森",346135,美国,308.06015,1
拯救大兵瑞恩,"剧情, 历史, 战争",8.9,史蒂文·斯皮尔伯格 Steven Spielberg,罗伯特·罗达特 Robert Rodat,"汤姆·汉克斯, 汤姆·塞兹摩尔, 爱德华·伯恩斯, 巴里·佩珀, 亚当·戈德堡, 范·迪塞尔, 吉奥瓦尼·瑞比西, 杰瑞米·戴维斯, 马特·达蒙, 特德·丹森, 保罗·吉亚玛提, 丹尼斯·法里纳, 马克斯·马蒂尼, 丹兰·布鲁诺, 安德鲁·斯科特",295839,美国,263.29671,1
音乐之声,"剧情, 传记, 爱情, 歌舞",8.9,Robert Wise,Ernest Lehman,"朱莉·安德鲁斯, 克里斯托弗·普卢默, 埃琳诺·帕克, 理查德·海顿, 佩吉·伍德, 查尔敏·卡尔, 希瑟·孟席斯-尤里克, 尼古拉斯·哈蒙德, 杜安·蔡斯, 安吉拉·卡特怀特, 黛比·特纳, 基姆·卡拉思, 安娜·李, 波希娅·纳尔逊, 本·怀特, 丹尼尔·特鲁希特, 诺玛·威登, 吉尔克里斯特·斯图尔特, 马妮·尼克松, 埃瓦德妮·贝克, 多丽丝·劳埃德",277247,美国,246.74983,1
